chosen_label,text
1, that sounds great but blaming society for this and not the actual people sounds like you are a leftist people respond to incentives but importing people from shithole countries will turn the usa into a shithole country
0,whereas said asians think whites are too fussy and sensitive and need to hurry up and buy something or get out
0,soon we are going to realize it not a black problem it a culture problem the ghetto culture runs rampid and is glorified by rappers and hollywood actors and cnn
1,gentle reminder that game journalists are boot licking retards all of them
0,do you have any recommendations of helpful reads for someone coping w white guilt
0,mustard on the beat hoe
0,daily women are raped in nepal everyday the same land were women are worshipped as goddess peace
0,an observation on the vice article about twitter for racists if their assertions are true and gab represents whiteflight does that mean that twatter has become a worthless ghetto which has caused its stock value to plummet i do not think vice thought through their accusatory implications
1,he should be barred from treating whites with all their sweet sweet paid up insurance money to the ghetto with you ching chong bing bong next china is a near homogeneous country that is working hard to ethnically cleanse its minorities this unit has no right tell an actually free country anything
1,boy scouts and girl scouts have really been good for american youth brownies is the girls club before girl scouts or was why mess with success why let the damned queers ruin the land
1,looks like your average ghetto hopper
0,the problem we are facing is that the world is changing not for the better either the muslim invasion was is and always will be orchestrated by the main families which decide our future
1,sounds like a sham hit piece meh im giving a thumbs down and a since it came from a taco negro it already is suspicious i do wonder did he do it out of a need to virtue signal or is he getting a check from the jews
1,christensen you can have my bitch after that pass 
1,atlanta and the gsu campus smells like feces at all times i fucking hate this city
0, speaking of i am planning on drawing a poc angel and white devil artwork soon 
0, lol jesus wasn t a refugee him mary and joseph just went to a different part of the roman empire
0, i know she goin bout how long is she really gone be in that hoe white time and black time different
1,these hoes for errbodyy
0, unfortunately people will get offended of them white people getting offended for blk people
0, illegal for where check any list of top global watchers of gay porn and naija is always there those people recently rescued from an islamic school in the north also reported being sexually assaulted and raped by their teachers illegal for where
1, she wanted some of that nigger d
1,what day all you all niggers going to albany fuck it i am there
1,the eu nazi germany jihadists will suck uk dry faster than zuma his jihadis did to south africa via the gupta dalit arabs it ll be mass rape
1,looks like trump is picking his to plug the dyke and maga
1,what kind of retard are you kikes like to claim to be white when it suits their beady eyed hooknosed purpose but they never have and never will be responsible for the achievements of europeans they are dirty little sand niggers just like the muslims
0,two years ago i felt lonely on phannie twt cause i was the only lesbian while everyone was bi pan now we are all depressed dykes damn
0,we want immigrants who will love and respect our country democrats look pissed about that too
0, there different type of arabs
1, lmfao i m a bitch now lmaoo i m weak go off sis
1,the alt right is corrupted with people supporting racemixing with asians and homosexuals it time for a new nationalism
1,the reason god made women for easily manipulated is so everybody could get laid
1,i am just hearing that apparently the hate crime enhancement charges on the nigger apes who tortured that kid in chicongo were quietly dropped a few weeks back i predicted this fam remember every black on white crime is a hate crime 
1,move to a nigger neighborhood or gtfo
1,there have to be runway model forums where the bitches are less catty about dress differences than this trs thread it what they all agree on that where the real problems are thinking christianity good and violence bad
1,is it women or gays you have not understood d d d seriously behind the tolerant speech they all make fun of them and treat them as retarded kids
1,and what about the devious women who take used condoms then steal the man sperm and impregnate themselves with a turkey baster oh but the lefty feminists at the guardian do not want to discuss that gender mras redpill manosphere feminazi mgtow fathers paternity
1,did a pro nigger boomer cuck left wing communist faggot just win the senate in alabama this is why women should not be allowed to vote
0,a queer lawyer in a great horned roguelike against bunnies
1,the chew a show featuring a worthless faggot a niggerette toothpick mario the perv batali and a bald headed simpleton perfect its so inclusive it must be diversity its what the faggots and perverts in hollywood think we want
1,fucking nigger me up the asshole with a hotrod nigga
1, i m coming for u hoe
1,ew faggots no offense no more necessary i might run a cuck nigger im black man forgot rob to be seen machine girl watch
1,nigger nigger chicken dinner
0, imo republicans think they are entitled to rape pigs filthy rotten pigs
1,unreal i grew up in darwin and ive seen the results of this similar practice by the coons there wow
1,american ghetto blacks are the only race who banishes members of their own ethnicity for accepting or working with members of other races whom they disagree with lol internalracism
1,watched obama pardon a turkey for thanksgiving on tv not gonna lie i was hoping he d flip out go on full jihad mode and halal slaughter the turkey while screaming his moslem warcry finally show his true colors for everyone to see
1,deport every single sand nigger i dony care if they were born herd and lived here for 5 0 years they are muslim sand niggers and do not belong in a white nation
1,dykes for natasha romanoff
1,fuckin sand niggers need their dicks acid washed
1,the golden sun kike shining like a new shekel in this big oven
1,i found my first genuine retard on gab
1,all history demonstrates that converting the jew to christianity does not work duh jews are a race and that letting them run free ends in the destruction of white society and terminates in whitegenocide
1,oh these poor people how everyone betrays them oh wait they are not a people but arabs and muslims arabs and muslims arab and muslims who seem to have nothing better to do than protest and commit acts of terror
0, honestly to get to the point where someone would think muslim is a language islam is a country like what white media info have yall been exposed to
0,okay but realistically speaking i am way better at dealing with heat than the cold arabs be like
1,jury in the katie stienle trial just let the piece of shit off not guilty of murder vigilante justice needs to make a come back in a big way if there going to let murdering beaners walk the streets
1,shitskin indian with a mudshark wife wants to invite socialist niggers into our home i have heard this story before ends badly much ugliness
1,reminds me of a college fundraiser to help a kike family rebuild their burnt house the father was a magistrado which is like a high court judge so they were richer than most of the other students families
1,bitch b on dicks
1,wrong you fat boomer whorekike threats are illegal naming a kike whore like yourself or pointing out your nigdick sucking stupidity are entirely legal you fucking moron and your kike heroes do not own ny slut
1, no are you retarded
0, this is one of your more terrible takes survivors of the holocaust do not want auschwitz torn down so people remember
0,i be minding my business y all hoes are weird
1,4 chan humour a mexican and a nigger arr in a car who is driving a cop
1,u can be a sand nigger and a kike lol u do not know what either of those terms mean apparently
0,made a asian slaw spices and ketchup sandwich
1, you surely like to suck on conor balls do not you you fucking faggot
0, lol no iits not i ll come game chat and talk retard
1,he not white hes a kike
1,i think removing all recent immigrants from the us will be a very good start to solving those issues deporting all illegal and end all future immigration we are long past a frontier nation there is need for any more
0,blocked that nigga i do not need my morning ruined
1,nice idea but i doubt it as my jewish gf back in hs used to say a jew is just a nigger turned inside out neither can ever be satisfied if you give a jew your teeth he will want your eyes too
1,i will see u on the battlefield my friend yea nice matching sabers guys the whole neighborhood knows ur gay now rubbing ur sticks together in the yard all night long all night now 
0,david hogg is encouraged in his targeted harassment against other users twitter accounts in the name of his obvious political initiative but nobody is allowed to criticize him for doing it without the risk of permanent suspension from the same platform
1,mudsharks gonna mud for dat nigger muhdik
0,islam makes everything clearer there is no ambiguity in the teaching of islam
0,stop being lazy and write some real jokes instead of just saying paging doctor faggot lol he said a slur therefore its funny
0,the seven armies swore that oath to the one who wields the king jewel the arkenstone
1,they do they chase after the nordic alpha with mucilaginous desperation all abasement and kike headgames like all yid bitches they end up hitching to a balding hymie cuck who thinks himself secure behind a thin prenup the norish man goes on to have beautiful white children with white goddesses
0, this isnt a mosque a simple islamic architecture palace
1, i hate you lowkey praying your gay bones are correct 
1,bad white bitch wanna hit my keys 
0,is not it sad when we younger generation are trying to protect women rights but the old generation says that they are fine being raped in marital relationship
0, he is a fucking nutter is 
1,my relatives were raped and murdered by inbred schizoid kike vermin in the bolshevik revolution every drop of evil spawn of satan kike blood will be exterminated from the earth as a promise to my ancestors
0,nyc mayor wants private companies to disclose sex harassment claims hotpagenews com r top100 hotpagenews com
1,strangely i dont believe him if its muzrat its lips are moving its lying however lets hope his plea to not be sent back to australia is granted we dont want the bastard to be kind we should send him his entire family stamp never to return
1,what happens when you import niggers mudslimes their culture includes gang rape and honor killings of course they have no regard for western values they cant overcome there nature i do not blame the poc slime i blame the whites who let them in and the jews scheming has an effect
0,askstacey how do we get more women like you on the beeb and in the biz we need your honesty and empathy
1, ew you ghetto girls all you big built hoes always wanna mash up cute girls like me 
0,create a list destabilizing violence
1,i guess it really doesn t matter what sign or what placements a man has they all retarded 
1,this sappy little white nigger is about as creepy as they come
1,i take it that the stasi over at wiltshire police in the uk who spend all day looking for people saying negative things about immigrants or islam are at the same time seeing crime going up and convictions going down priorities are important postal
1,trumps 1 st days in office repeal husseincare defund un and sancuary cities extreme vetting on muslim pigs trill budget to rebuild america ghetto make in usa initiative maga donaldtrump makeamericagreatagain
0, if even one american is killed in chicago by an illegal alien that is protecting that family should sue her into homelessness
0,youtube is cratering at the moment caught discriminating against whites and asians in recruitment bans people for question narrative issues strikes on accounts their safety team disagrees with in bed with the adl far left lunatics pulling the strings edgy hormonal teens running twitter account
1,now that women in saudi arabia can drive they have a fighting chance to escape the isiamist captors who enslave them maga tcot pjnet
1,i no longer advocate immigration from anywhere this plan for us to accept immigrants is insidious
1,poll in sweden do you know what trump was referring to in regards to problems with refugees said no said yes raped the pollster
0,love the homogenisation of gay trans ppl into queer so if anyone calls me queer i can b like im not queer they instantly assume im cis n het which is fine to me love playing tricks on ppl
1,keverc hours ago hey george i hope you enjoy hell you evil piece of shit we all know you got rich off of stealing the wealth of countless jews you helped sent to the camps for extermination 
1,the irish are now being invaded again by nigger words and muzzies it is infuriating and quite frankly it is how wars are started it is an actual genocide check out bealach an doirin
1,learn to spell before you post to me again dumb white trash guy
1,trump should pardon shekreli and deport the gook judge
0, who about to win the super bowl tho lmfao no one cares that tom brady raped your mom when you were younger and you had trauma over it so you keep trying to debunk his greatness
1,there is nothing negotiable nor debatable with having jews and degenerates anywhere near natsoc agreed
0,i like women cause they are soft and pretty and they smell nice even though they are robots
0,so in the end no refugees fleeing from war get help yes a large of muslims rejected from your western wonderland like you have always dreamed n wanted but then you realize that your racist overlords also block atheist exmuslim asylum seekers because they are what racist
0, i am a muslim wish you one and all merry christmas 
0,hey you fascist pigs since idk y i am banned def a white person or trumper but i repeat myself when tf is the ban over u nazi scum racist sexist white supremacist terrorism supporting garbage wastes of flesh you re all trash not raised right be ashamed
0,olympics report girl power girl power girl power and east asians apparently dominate speed skating now
1,yeah a real discussion on islam with imams stuttering and spluttering trying to keep up he uses a map and puts mohammad on that map who seems to be in places at once according to the quran hilarious
0,they love to attribute motivations and feelings for which there is no evidence steve sailor peter brimelow and jared taylor are genocidal even they they claim to oppose violence i have looked into their hearts and seen the hate likewise antifa violence is based on projection
1,whatever kike lover
1, i will show you the crimes of jews for being kicked out of countries after work
0,was macht der moslem wenn der zion gegen seinen propheten hetzt was machst du wenn die roten ratten gegen deinen toten opa hetzen
0, white people are illegal in south afica listen to afrofuckology in action on what basis are they illegal does that mean all other africans the world all over are illegal on other other continents aye your dom is free and that is why you get looked down upon
0, let us start with foreign invaders why do you think they should be allowed to influence political power and would your ideology hold true if they were all russians or white european illegal aliens seems like a horrible incentive to encourage illegal immigration
1, jesus is gay bt he the good kind of gay not like them fucking gay ponies
1,this coons constituents voted for her just to get her out of their district they were embarrassed by her so they took out the trash
1,i was replying to moonman promotion of the chink thots bro
1,after the disaster of huessin anyone that votes for a mooslime is a traitor to america mooslimes should not be allowed to run for american office much less even be here 
1,let me get this straight ok if i convert to islam i can abuse women and children without catching any heat right i get a pass right hum
1, when are we going coon bashing
1,i do not think i am prettier i know it and you know it too and it drives you nuts so you post about me being an animal killing me you want the beautiful white women gone you are just the darker side of shitskin beautiful white people something you will never be
1,he would have been wise enough to know them by their fruits just like the inquisition had no power over the jews who fled spain without their ill gotten gains from selling white x tian slaves to moslems only jews who pretended to be rich x tians
0, acc is a fucking joke and bama already prison raped the second best team in the sec clemson best the 6 th best team at best in the sec by keep drinking the kool aid home boy
0, those must be all the women that like being abused raped grabbed by the pussy 
0, south africa is dealing with pandemic covid and illegal immigrants
0, feminism has toxic aspect yes and you are allowed to oppose it but on your fight against it do not ever try to justify rape ever we are fighting against women being bullies so what has rape got to with this ngoba we get raped cause we have vaginas
1, you using big words im mentally retarded jk jk
1,hey hawaii vote this fake dem nazi c unt out of office the world is watching and we are holding you accountable gabbard
0, my bad comparing the great ian curtis to some porch monkey is sac religious damn i miss his songwriting
0,turns out if u think about it a headset mic is just peak dyke culture so practical and active wearable nerdy tech seized and made sexy
0,what did more for islam
0,the government should have sought leave to file the list of unindicted co conspirators under seal cair co conspirator in case against largest muslim charity called holy land foundation convicted of funding hamas with charitable gifts they wanted it secret and they got it secret with obama
0,tv a mental ghetto where thought goes to die
0, this dude josh a racist not only white ppl can be racist clown
0,the traffics really bad rn like fuck you too supreme boi i know this so your fault 
0,sees white decline what have i done
1, god i hate you if we were married i d commit domestic violence on you
0,new general named in border wars today his reputation is extreem vetting he promises no immigrant let in until one if my elite men have smelled their ass
1,hey starbucks you are the partisan problem not your coffee you keep hiring those refugees
1,even when their trying to sell something implicitly white like adventure holidays involving rock climbing canoeing etc the advertises still chose a mixed race family with a white woman black man their mongrel kids alongside some curry munching paki family
0,no sharia no cair no common core no muslin brotherhood no sanctuary cities or states our country our customs our way do not like it leave sharia law will never be accepted in america fran cifelli
1,notice how jews constantly use the knavery they pulled on mankind during ww2 calling all capitalists nazis as a cover up so that nobody can call them communists in return but thats what all jews are communist trash
1,racist nigger tariq nasheed was crying about white supremacy working against oj and proved that white supremacy is a myth
0,mmh alsterwasser grapefruit
0, nothing wrong with being gay i ll just leave it at that
0,the word racism is not an objective term it has no fixed or agreed upon meaning racism is a verbal weapon used chiefly against white people it signifies hostility towards us
0,as women we are already undermined in a sense so you ll meet your match with this one
1,the retarded fighting the retarded
0,believing in and worshiping the creator alone simple logical natural this is islam atheism
0, play it its actually really fun kinda above my skill level but i luv how it looks also cloud is a depressed gay
0,jangan merasa superior cuma gara gara lo boygroup sedangkan kita girlgroup no fucking no we have a same problem can you please not fucking hate izone with all of this problem can you please fucking go
1, i am just worried is all lots of jew news fake news out there signalling a 3 rd term for the gay jew muslim jigaboo and his marxist kike administration
1,he sounds like a jewish nigger
1,did wictor shoot some random nigger or something lol
0,you all ever jus wanna dawg somebody shit so bad but that ghetto fighting and arguing shit is totally behind you
1,bet there would not be so many interracial relationships if all the baby come out white
0,every time i said i am fat asl ppl always looking at me like i am retard or something
0, yip the victim mentality type the vulgar language gutter swipes poor upbringing too want for everything but not prepared to work hard its owed bec white caused my failures in life the irony the biggest contributors to philanthropy in the world are all white people 
1,lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger
0,celebs who threatened to leave if trump becomes president and now say they will not should be appointed as ambassadors and be sent to war torn moslem countries where they can experience exactly how ambassador stevens died
0, white neighbourhood are you on drugs or an agent provocateur across the west former ghettos chinatowns etc now are just quaint anachronisms because we are not racist you have had more time than you deserve no more patience for your stupid racist bullshit
1,john singleton got a fascination with niggas getting raped
1,it wasn t a punch but a correction white men control their emotions and do not call women whores unless the are prostitutes or cheating on you you may disagree with her name calling is nigger tier
1,i have the third is to mute dumb beaners who are this dull
1,nothing regarding any nigger at school or in the work sector is based on merit you fuckers get special treatment all standards are lowered for you what are you writing your thesis on the colonel special herbs and spices
0,it says a lot when the one group who works hardest to subvert white identity is the only group from western culture that has an explicitly defined ethno state for themselves someone does not want competition that why all the european countries have been undermined along with the us and canada
0, parties with leo room full of bad bitch and fine niggas
1,so am i to assume with your handle name that you are a ghetto pos that can not read or write
1,niggas really let idubbz say nigger faggot and ain t even care
1,you are better off away from twitter it is a cesspit of retarded zombies gab is growing daily it a good place to be it will soon take over twitter
1,get the muslin kids to say jesus is the one and only son of god then you will see muslim outrage
1, erdagon will take care of that he will replace them with arabs
1,net is in a fight with american jews he not into the immigrant agenda so they are trying to get rid of him
0, the violence outta your gob
1,egyptians worshipped crocodile gods christians worship nigger gods
0, bc at that point u literally become the boogyman that bigots always preach u know the whole they are going to rape us shit they would say years ago
0,cold lamb mm the bone will be put in the slow cooker overnight with some beef carrots onions celery for a stewy soup
1,bitches piss me off that why it be hard to date one
1,fuck trudeau no to islam kick the muzzies out ocanadaourhomeandnativeland
0,brits be like did you put the faggots in a bin
0,wonder what fatso had for dinner today lollers roanna fish pie i think
0,officially starting my slut phase
1,maybe she thinks jesus is black too that reads as insecure spiteful nigger talk to me
1,fake o bendover ghetto mouse
0, i hate you for ignoring me trying to bully you on ig 
1,i see she a sheeboon reich dyke like farakoon
0, rape culture is just that culture and it is sickening unfortunately non of the higher ups can understand it because they are all white males who have never had to face anything
0, sex repulsion is still valid though and needs to be respected no matter how uncommon it is i am not asexual but i still experience sex repulsion often and people are acting like people who experience it are prudes and trying to shame queer sexuality
0,you ever just not want to be alive anymore not kill yourself necessarily but just stop the life you have
1, as per your own words you should go kill yourself
1,there is no such thing as transgenders god created man and from man woman to serve him and homos are just mentally ill they dont even know what gender they are you cant get more retarded than that
1,you mean david seth kotkin the jew drugged and raped a young white woman shocker
1,oh in light of this new detail her mudshark eligibility is denied and so her crown is revoked this week spot remains open good luck girls 
0,maybe but you get them in all races our biggest problem is white underclass like this you need to educate africa to our standards without their whinging about slavery racism making no effort etc then measure it to know for sure
1,get your fucking dirty nigger ass out of here nigger
1,i have no clue look what you wrote chimps have shared genome w humans but your too lazy to even google no one historically outside africa has nigger genome profile only now bc travel let the garbage spill out no niggers as had neander denisova et al genes only non niggers
1,make a retard nut call that shit a download
1, uk is becoming a nazi state 
1,she knows what she is doing is wrong and that very many german are white hot displeased with the situation and know whom to blame for it those are the nails of a woman who waiting for the bullet to come
0,trump has no use for immigrants but dictators are fine wow
0,preserved sea salt of the day ahi tuna root veggie and brown rice jam tea white rice and cream elote 
1, gangs give other bikers a bad name or white trailer trashed ect
1, less immigrants more houses to chose from lower prices open your eyes duetcheland
1,these faggots and dykes need to stop pushing their perversions in our and our children faces it is all part of their diseased agenda to groom and indoctrinate more kids into their disgusting lifestyle it is not about teaching tolerance its about making more faggots and dykes
1,more proof that muslims have rights and citizens do not citizens do not have the right to not be raped citizens do not have the right to complain about muslim rapists only muslims have rights enjoy the muslims your quisling government imported
1,nope never claimed to be a kang that what niggers do i am just a regular guy who wants my country back and who does not want white women a day to get raped by niggers which is what currently happens in this country
1, holocaust is a big lie there is no evidence about that holocaust_big_lie
0,rt moving is so ghetto who tf wanna pack up boxes all day 
0,i just watched the interview if sean hannity had run the interview it would have been completely different instead of comey white washing himself hannity would have had comey in a fetal position crying sobbing i am sorry i am so sorry america i fucked up
1,wonder why he went to a raghead country
0,it been years since a white man was this nervous in hollywood seth meyers call me stupid but why is seth meyers talking about white people did i miss some huge shift in social narrative
0,we need those kids the us was built on immigrants without them we would not exist we whites are only guests in america maybe it time it goes back to whom it rightfuly belongs
0,just realized instagram wasn t notifying me so anyways sorry i drank too much dumb bitch juice today you doing great ms sophia
0,now he directing that violence towards the highest levels of government and that the majority white
1,there fluoride in the water so i am not stupid because i am a lazy faggot i am stupid because jews made me this way and i can not fix it
1, some shit skin
0,dumbest decision i have ever had was to buy a white suede shoes
0,except white children are more often than not raped and killed by other white peolple
0, calling on someone to make a tarantino deepfake where coldplay fuck the shit out of some nazis
0,i know this is somewhat hypocritical but what the fuck is the deal with queer guys and slightly too small white tshirts
1,what sucks about connecticut is that even with a bachelor degree i can not seem to find work and in this state they will only hire you if you are a special minority refugee or an illegal immigrant the democrats have ran out all the high paying jobs
1, only white ppl fall for that shit
0,our free speech is starting to go too in little ways trying to make people think it is for good hurt feelings or inciting violence bullsh t unfortunately many people do not see it
0, bless he a skinny white boy with glasses and a man bun should not be hard to narrow it down
0,most whites are adopting asians and africans so what is your point
1,if the liberal feminazi guardian hates it then its definitely worth a watch new drama yellowstone with kevincostner brexit trump populism
0,why tf are white tees so expensive
1, what the actual fuck welp in australia if you are a refugee do such to your papers you will be detained interviewed most likely deported or kept locked up
0,according to psychology today magazine women spend hours of their lives crying whereas blokes spend exactly the same amount of time not knowing what the fuck they have done wrong
1,their blood most definitely is on trudeau little beta male hands if motion m becomes a bill it will protect these fucking muslim terrorists when they attack us we will be expected to shut up and put up with it or we will be the ones going to jail
1, yeah and today illegal aliens were released in texas
1,that sarah press the resident wannabe high brow kikess
0,lrt is the real shit it filipino heritage month and my birth month i expect reparations from all east asians and white people especially spaniards pay me what you owe me
1,seems like more and more us cities have holocaust museums are they centrally owned and operated or is it more of a regional franchise model
1,but it ok for the jigaboo bow wow to threaten the flotus on twatter with no penalty
1,i d rather stare at a bowl full of shit then look at those ugly dinosaur gorrila lookin nigger biches
1,apparently there was a tea stain on the qu ran that blocked some text scientist have discovered what it covered mohammed was a gay prophet as is allah though mohammed went a step farther and was a tranny too
0, say goodbye sou nazista
0, but why a hindu name aren t muslims names normal to be used in a movie
0,blue eyes white dragon is goat not saying that cuz im german btw
1,wow talk about pathetic i hope this bitch leads by example lives right among these rag headed bastards she will not 
1,gays moslem
0,don t forget to make dua for muslims who don t have anyone to spend eid with
0,if my momma okay with wtf i do mind yo business bitch 
1,black champagne you know can guns shootin this nigger
0,everybody posting tiger idc of the nigga cured sickle cell with one hand tied behind his back wearing a blindfold fuck tiger
0,single life is very ghetto
1,it disgusting how i see blacks treat their animals out here in newark these ghetto people are so hypocritical first to complain about how they are treated by white which is completely bullshit then beat their kids and dogs until they die
1,i jus saw a nigger bich wit a crinkle cut brillohaid
1,our group chat name is down bitches when we all know theirs only down bitches out of the of us
0, mine is a fucking asshole but a pretty cute asshole
0, it was cynical for moslem countries to force western countries to take them not take any of their own and now the hosts are forced to adapt to their parasites way of life
0,when donald trump extend his moslem ban to include the whole of planet earth
1, when asked about the similarities between the moderate muzzies and the blacks colin flaherty said they are not similar they are the exact same thing lots of heads on the hydra
0,boy those evil confederates sure were wrong about need to control hyper violent nigger apes huh
0,life is so ghetto i am tired
1, i hate you
1,when your pussy self is worth a grammatically sound and proper editing then perhaps you will get to read without using your little brain to decipher i really do not have to impress a little kike minded subversive like yourself peace tho trumpowitz so ironical ironybro faggot
1, more white trailer trash trump supporters
1,i think your iq is a bit too high most of the muzzies i have ever dealt with were a iq tops
1, my sexy bitch
1,postmodernist marxists believe whites are dominant by evil means must be brought down so whole world can flourish alt right believe that jews are conspiring to destroy white race that immigrants are being brought in to replace whites these positions are not exactly rational but are related
1,hey i can say racial slurs on here nigger kike spic wop coon heeb sandnigger jew faggot homo your mom
1,oy vey the shoah blue bloods last night had a white guy doing polar bear hunting knockout game of elderly at least he wasn t blond this time like hawaii did with last nights innocent moslem framed for terror
0,yeah i do not really see the humor in this whole civil war signup trend especially when white supremacists are walking into black churches mosques synagogues and walmarts where they know immigrants shop at with aks
0,ppl in this town strive to act ghetto bitch if u don t go back to ur million house on top of haven
1,jy kelly8 hours ago edited if she really wants to act like a moslem she should get a little bit of the fgm that these scum love so much this bitch makes me sick at my stomach libs like her are the reason trump won 
1,study subject jew_4 projects the greatest feat of the north american kike namely that non urban usa is a hotbed of ovens shoah electric boogaloo its panicky neurosis cause it to lash out at the goy claiming the opposite studying such sick pathologies is unpleasant but on i press
1,gunman shouting allahoop akbar kills five women and wounds five others as he opens fire on christian worshipers leaving russian church service unlike pc america as in the past putin will take care of these muslimes and their satanic mosque
1,if i had to start a white nationalist prison gang i would name it the r1b haplogroup
0, that he more concerned with managing appearance than any actual substance all picaninny and no spaff very trumpesque
1,you are using a straw man here with your statement blame jews for everything that ails you which is lazy you should be able to debate the actual position not just the caricature of it
1,that isnt the fucking white power sign you retards it the ok sign the white power sign involves both hands the reason people do this now is because you dickheads go into a tizzy over it like a bunch of fucking girls
0,just submitted my paper proposal about gay coding in wreck it ralph and realized i could have done a queer reading of girl meets world instead f in the chat bois
1,it friday and it nigger hot
1,liberal but i fucking hate lefties
1,this is a coverup the real shooter is sam hyde who was reported as saying these son of a bitch coons that kneel have to go
1,bill is underestimated life long politician nine years in the ruling government he no idiot media is on labour side they will try a cnn this year round i think jacinda lanour is in this year the degenerate pedo can smell immigrant victims jacinda would open the flood gates
1,soon you will be thrown in jail for giving some rag head moslem bitch a funny look or not giving her your seat on the bus
1,please people do not reply to this ignorant peasant raghead as it is from one of them it is unable to differentiate between a child and a woman as mo the pedo married a yr old they also cannot tell between women and goats both have beards after all
0,trump rebuilds usa 5 h5 hours ago why muslimban example syrian refugee tries to blow up berlin airport germany merkel trump extremevetting
1,i m so sick of all white parties
1,dumbest cartoon propogated by the dumbest people get that shit outta here faggot
0,i ll be glad when we make it out the ghetto 
1,has germany gone mad of germans see no connection between refugees and terrorism
1,you d think they d stop showing all those advertisements pushing the idea of black men in relationships with white women then given that it must greatly upset the sheboon demographic seeing their future baby daddies getting with some white skank uu girl you betta watch yoself
0,people r really obsessing about this whatever stats show is iq really the only important trait in humans afaik it has zero correlation to emotional social or moral intelligence also statistical bell curve distr does not mean that all whites have lower iq than asians etc yawn
1,there no sympathy for immigrants because they re illegal but last time i checked everyone is illegal on stolen land 
1,haha you keep saying bye yet you yearn for more seems pretty shitskin tier sad tea biscuit
1,so i can not do research on a topic kiddo is that what you are saying are you saying the internet does not exist scientific journals do not exist you are a retard on the level of trig palin timmy kill yourself
1,this seems like the seed of a great compromise we will slaughter the jews here you muslims and arabs slaughter the jews in the middle east get out of the us and europe and in exchange we will allow you to live in peace in a jew free middle east
1, 2 and now even though they have political power the machine still sells these delusional maniacs on the concept that even muslims that have self created no go zones or blacks with their violent no go ghettos are somehow still oppressed so need libtardshelter even though theyre in a libtard run city
0,bottom left protests erupt across pakistan after another child is raped strangled and dumped in a dumpster bottom right protest held in britain by muslims for the one million children raped by muslim men
1,i suspect it because if we tried to shut down left wing speakers with violence the laws against assault and intimidation would actually be enforced against us
0,and added things to eill of grandpatents william scott and princess lucy johns taku river tlingit thunderbird from atlin and was in wiliams lake they took witness protection plan and dave added if i were a sex offender the property eould go to kids he raped and inplanted my aunt
1,probably cos you have had the moslem clit clip your pussy sowed up so the goat probably pushes back more enthusiastically fgm moslems are the problem
1, scared for right wing terrorists who are in hundreds while islamists are in millions yet roam free
1,had a grown freak bitch we use to slut that bitch out 
1,i found a hasbara kike everyone
1,trending again why does not the donald bitch slap kim jong hippo
1,a somalian who one day washes up on europes shores will never be a european same thing with pakis in britain arabs in france or turks in germany
0, i mean they all look sickening but look at roseanne can you blame me
0,gold poppin bugatti brown gangsta shit this nigger
0, really a very good decision plz try to add more muslim countries so that wo can become true muslim brothers
0,was called a nazi once at a social gathering so i called the sjw a nazi back she was horrified even more so when i gave her examples of her speech was gratifying she would not speak to me again that night
1,u would have to be retarded to vote jared and i love jared
1,susan rice is a lying sack of nigger shit
1,give me your money bitch that all i want from you
0,ho busy hore ka zounung tse tonight makgoa on their balcony motho with the jams a child hoeletsing ho matasa
0,can my white kpop stanning friends pls stop fetishising asians it so ugly and yall be making people uncomfy
0, they have a problem with muslim refugees and rightly so
0,let a get this straight i can be called a racist and nazi in new york but taking my first amendment by saying illegal alien you get fine bs hannity
1,the media talks about supposed over representation of white people in everything from corporations to laboratories nobody says blacks are over represented in the nba and apparently nobody is allowed to say that jews are over represented in the media and let not even mention banks
0,eating peanut butter right outa the jar and lovin the gab over here getting my full ghetto on
1,league be like kill yourself faggot and i be like yeah
1,all of you trickshotting faggots are just variated clones of me muahahahaha
1,my cousin is a faggot
0, thank you governor for looking after the million immigrants in your state trueleadership
1, let us not forget that pakistan is a islamist sharia country that supports terrorist groups around the world so they do in india in fact if muslim invaders would not have raped india that shitty nuke state would not even exist
0, i m so sorry you and your wife had to endure that racism not all white people are like that ignore the ignorant
1, t oh no he stood there and grinned what an absolute imbecile you are truly retarded
1,many reasons i just know when m billions of blax muzzeez la raza jews and christinas say they want to exterminate all white people and start doing it i believe them
1, animals kill more lhan abuse their bodies with homosexualism that means you think humans murdering is more natural than commit perversion of homo
1, alexa what is the emoji for dense retard 
0,put blacks on welfare isolate in ghettos keeping them down put refugees in isolated communities not helping them assimilate repeat repeat repeat no learning what does not work
1,niggas talk to bitches find out you text somebody else amp all of a sudden you a hoe amp he hate you 
0,twatter says i engaged in targeted harassment and denied my appeal did not provide the tweet or who i supposedly harassed
0, no one leaves home unless home is the mouth of a shark for a long time iraqi asylum seekers and refugees have tried by their hashtag stand with iraqi refugees to tell the world why were they fled iraq live unbearable wait to reach resettlement countries
0,on my life yu bitches are not my friends 
0,idk who needed to hear this today but the love of ur life is not a poorly nourished white boy with a nicotine addiction it was me i needed this
0,but in the cases of asians affirmative action is racist all engineers bosses etc would be asian if we gave them positive points along with their merit
